# ZDC LUT for HI running 2023, first pass implementation
# Scaling factor of 10000 used for double -> int conversion
#<header> V1 13 32 </header>

0 10000 # Scaling Factor
1 1659 # [index ibit=0], [index idet=0]
2253 253810200 # [index ibit=204], [index idet=8]
2254 260567160 # [index ibit=205], [index idet=8]
2255 267324539 # [index ibit=206], [index idet=8]
2256 274081500 # [index ibit=207], [index idet=8]
2257 284217360 # [index ibit=208], [index idet=8]
2258 297731700 # [index ibit=209], [index idet=8]
2259 311246040 # [index ibit=210], [index idet=8]
2260 324760379 # [index ibit=211], [index idet=8]
2261 338274720 # [index ibit=212], [index idet=8]
2262 351789060 # [index ibit=213], [index idet=8]
2263 365303399 # [index ibit=214], [index idet=8]
2264 378817740 # [index ibit=215], [index idet=8]
2265 392332080 # [index ibit=216], [index idet=8]
2266 405846420 # [index ibit=217], [index idet=8]
2267 419360760 # [index ibit=218], [index idet=8]
2268 432872999 # [index ibit=219], [index idet=8]
2269 446388600 # [index ibit=220], [index idet=8]
2270 459904200 # [index ibit=221], [index idet=8]
2271 473419799 # [index ibit=222], [index idet=8]
2272 486931199 # [index ibit=223], [index idet=8]
2273 500446800 # [index ibit=224], [index idet=8]
2274 513962400 # [index ibit=225], [index idet=8]
2275 527473800 # [index ibit=226], [index idet=8]
2276 540989400 # [index ibit=227], [index idet=8]
2277 561262800 # [index ibit=228], [index idet=8]
2278 588289800 # [index ibit=229], [index idet=8]
2279 615316800 # [index ibit=230], [index idet=8]
2280 642348000 # [index ibit=231], [index idet=8]
2281 669375000 # [index ibit=232], [index idet=8]
2282 696406200 # [index ibit=233], [index idet=8]
2283 723433199 # [index ibit=234], [index idet=8]
2284 750460200 # [index ibit=235], [index idet=8]
2285 777491400 # [index ibit=236], [index idet=8]
2286 804518400 # [index ibit=237], [index idet=8]
2287 831549599 # [index ibit=238], [index idet=8]
2288 858576600 # [index ibit=239], [index idet=8]
2289 885603600 # [index ibit=240], [index idet=8]
2290 912634800 # [index ibit=241], [index idet=8]
2291 939661799 # [index ibit=242], [index idet=8]
2292 966693000 # [index ibit=243], [index idet=8]
2293 993720000 # [index ibit=244], [index idet=8]
2294 1020747000 # [index ibit=245], [index idet=8]
2295 1047778199 # [index ibit=246], [index idet=8]
2296 1074805200 # [index ibit=247], [index idet=8]
2297 1101836400 # [index ibit=248], [index idet=8]
2298 1142379000 # [index ibit=249], [index idet=8]
2299 1196433000 # [index ibit=250], [index idet=8]
2300 1250491200 # [index ibit=251], [index idet=8]
2301 1304549400 # [index ibit=252], [index idet=8]
2302 1358607600 # [index ibit=253], [index idet=8]
2303 1412665799 # [index ibit=254], [index idet=8]
2304 1466719799 # [index ibit=255], [index idet=8]
2305 2179 # [index ibit=0], [index idet=9]
2306 6538 # [index ibit=1], [index idet=9]
2307 10896 # [index ibit=2], [index idet=9]
2308 15255 # [index ibit=3], [index idet=9]
2309 19614 # [index ibit=4], [index idet=9]
2310 23973 # [index ibit=5], [index idet=9]
2311 28331 # [index ibit=6], [index idet=9]
2312 32690 # [index ibit=7], [index idet=9]
2313 37049 # [index ibit=8], [index idet=9]
2314 41407 # [index ibit=9], [index idet=9]
2315 45766 # [index ibit=10], [index idet=9]
2316 50125 # [index ibit=11], [index idet=9]
2317 54484 # [index ibit=12], [index idet=9]
2318 58842 # [index ibit=13], [index idet=9]
2319 63201 # [index ibit=14], [index idet=9]
2320 67560 # [index ibit=15], [index idet=9]
2321 74098 # [index ibit=16], [index idet=9]
2322 82815 # [index ibit=17], [index idet=9]
2323 91533 # [index ibit=18], [index idet=9]
2324 100250 # [index ibit=19], [index idet=9]
2325 108968 # [index ibit=20], [index idet=9]
2326 117685 # [index ibit=21], [index idet=9]
2327 126403 # [index ibit=22], [index idet=9]
2328 135120 # [index ibit=23], [index idet=9]
2329 143838 # [index ibit=24], [index idet=9]
2330 152556 # [index ibit=25], [index idet=9]
2331 161273 # [index ibit=26], [index idet=9]
2332 169990 # [index ibit=27], [index idet=9]
2333 178708 # [index ibit=28], [index idet=9]
2334 187425 # [index ibit=29], [index idet=9]
2335 196142 # [index ibit=30], [index idet=9]
2336 204861 # [index ibit=31], [index idet=9]
2337 213578 # [index ibit=32], [index idet=9]
2338 222295 # [index ibit=33], [index idet=9]
2339 231012 # [index ibit=34], [index idet=9]
2340 239731 # [index ibit=35], [index idet=9]
2341 252806 # [index ibit=36], [index idet=9]
2342 270242 # [index ibit=37], [index idet=9]
2343 287676 # [index ibit=38], [index idet=9]
2344 305112 # [index ibit=39], [index idet=9]
2345 322546 # [index ibit=40], [index idet=9]
2346 339981 # [index ibit=41], [index idet=9]
2347 357415 # [index ibit=42], [index idet=9]
2348 374851 # [index ibit=43], [index idet=9]
2349 392285 # [index ibit=44], [index idet=9]
2350 409721 # [index ibit=45], [index idet=9]
2351 427156 # [index ibit=46], [index idet=9]
2352 444591 # [index ibit=47], [index idet=9]
2353 462026 # [index ibit=48], [index idet=9]
2354 479460 # [index ibit=49], [index idet=9]
2355 496896 # [index ibit=50], [index idet=9]
2356 514330 # [index ibit=51], [index idet=9]
2357 531766 # [index ibit=52], [index idet=9]
2358 549200 # [index ibit=53], [index idet=9]
2359 566635 # [index ibit=54], [index idet=9]
2360 584071 # [index ibit=55], [index idet=9]
2361 601505 # [index ibit=56], [index idet=9]
2362 627658 # [index ibit=57], [index idet=9]
2363 662527 # [index ibit=58], [index idet=9]
2364 697397 # [index ibit=59], [index idet=9]
2365 732267 # [index ibit=60], [index idet=9]
2366 767137 # [index ibit=61], [index idet=9]
2367 802007 # [index ibit=62], [index idet=9]
2368 836878 # [index ibit=63], [index idet=9]
2369 762146 # [index ibit=64], [index idet=9]
2370 796613 # [index ibit=65], [index idet=9]
2371 831082 # [index ibit=66], [index idet=9]
2372 865551 # [index ibit=67], [index idet=9]
2373 900020 # [index ibit=68], [index idet=9]
2374 934488 # [index ibit=69], [index idet=9]
2375 968957 # [index ibit=70], [index idet=9]
2376 1003426 # [index ibit=71], [index idet=9]
2377 1037894 # [index ibit=72], [index idet=9]
2378 1072363 # [index ibit=73], [index idet=9]
2379 1106832 # [index ibit=74], [index idet=9]
2380 1141299 # [index ibit=75], [index idet=9]
2381 1175768 # [index ibit=76], [index idet=9]
2382 1210237 # [index ibit=77], [index idet=9]
2383 1244705 # [index ibit=78], [index idet=9]
2384 1279174 # [index ibit=79], [index idet=9]
2385 1330878 # [index ibit=80], [index idet=9]
2386 1399816 # [index ibit=81], [index idet=9]
2387 1468746 # [index ibit=82], [index idet=9]
2388 1537689 # [index ibit=83], [index idet=9]
2389 1606619 # [index ibit=84], [index idet=9]
2390 1675562 # [index ibit=85], [index idet=9]
2391 1744506 # [index ibit=86], [index idet=9]
2392 1813436 # [index ibit=87], [index idet=9]
2393 1882379 # [index ibit=88], [index idet=9]
2394 1951309 # [index ibit=89], [index idet=9]
2395 2020252 # [index ibit=90], [index idet=9]
2396 2089182 # [index ibit=91], [index idet=9]
2397 2158126 # [index ibit=92], [index idet=9]
2398 2227056 # [index ibit=93], [index idet=9]
2399 2295999 # [index ibit=94], [index idet=9]
2400 2364929 # [index ibit=95], [index idet=9]
2401 2433873 # [index ibit=96], [index idet=9]
2402 2502803 # [index ibit=97], [index idet=9]
2403 2571746 # [index ibit=98], [index idet=9]
2404 2640689 # [index ibit=99], [index idet=9]
2405 2744091 # [index ibit=100], [index idet=9]
2406 2881964 # [index ibit=101], [index idet=9]
2407 3019838 # [index ibit=102], [index idet=9]
2408 3157711 # [index ibit=103], [index idet=9]
2409 3295585 # [index ibit=104], [index idet=9]
2410 3433458 # [index ibit=105], [index idet=9]
2411 3571331 # [index ibit=106], [index idet=9]
2412 3709205 # [index ibit=107], [index idet=9]
2413 3847078 # [index ibit=108], [index idet=9]
2414 3984965 # [index ibit=109], [index idet=9]
2415 4122838 # [index ibit=110], [index idet=9]
2416 4260712 # [index ibit=111], [index idet=9]
2417 4398585 # [index ibit=112], [index idet=9]
2418 4536458 # [index ibit=113], [index idet=9]
2419 4674332 # [index ibit=114], [index idet=9]
2420 4812205 # [index ibit=115], [index idet=9]
2421 4950078 # [index ibit=116], [index idet=9]
2422 5087952 # [index ibit=117], [index idet=9]
2423 5225825 # [index ibit=118], [index idet=9]
2424 5363699 # [index ibit=119], [index idet=9]
2425 5501572 # [index ibit=120], [index idet=9]
2426 5708389 # [index ibit=121], [index idet=9]
2427 5984135 # [index ibit=122], [index idet=9]
2428 6259882 # [index ibit=123], [index idet=9]
2429 6535629 # [index ibit=124], [index idet=9]
2430 6811389 # [index ibit=125], [index idet=9]
2431 7087136 # [index ibit=126], [index idet=9]
2432 7362882 # [index ibit=127], [index idet=9]
2433 6696099 # [index ibit=128], [index idet=9]
2434 6970492 # [index ibit=129], [index idet=9]
2435 7244885 # [index ibit=130], [index idet=9]
2436 7519265 # [index ibit=131], [index idet=9]
2437 7793658 # [index ibit=132], [index idet=9]
2438 8068051 # [index ibit=133], [index idet=9]
2439 8342444 # [index ibit=134], [index idet=9]
2440 8616837 # [index ibit=135], [index idet=9]
2441 8891217 # [index ibit=136], [index idet=9]
2442 9165610 # [index ibit=137], [index idet=9]
2443 9440003 # [index ibit=138], [index idet=9]
2444 9714396 # [index ibit=139], [index idet=9]
2445 9988789 # [index ibit=140], [index idet=9]
2446 10263169 # [index ibit=141], [index idet=9]
2447 10537562 # [index ibit=142], [index idet=9]
2448 10811955 # [index ibit=143], [index idet=9]
2449 11223538 # [index ibit=144], [index idet=9]
2450 11772324 # [index ibit=145], [index idet=9]
2451 12321097 # [index ibit=146], [index idet=9]
2452 12869883 # [index ibit=147], [index idet=9]
2453 13418629 # [index ibit=148], [index idet=9]
2454 13967469 # [index ibit=149], [index idet=9]
2455 14516174 # [index ibit=150], [index idet=9]
2456 15065014 # [index ibit=151], [index idet=9]
2457 15613720 # [index ibit=152], [index idet=9]
2458 16162560 # [index ibit=153], [index idet=9]
2459 16711399 # [index ibit=154], [index idet=9]
2460 17260105 # [index ibit=155], [index idet=9]
2461 17808945 # [index ibit=156], [index idet=9]
2462 18357651 # [index ibit=157], [index idet=9]
2463 18906490 # [index ibit=158], [index idet=9]
2464 19455196 # [index ibit=159], [index idet=9]
2465 20004036 # [index ibit=160], [index idet=9]
2466 20552876 # [index ibit=161], [index idet=9]
2467 21101581 # [index ibit=162], [index idet=9]
2468 21650421 # [index ibit=163], [index idet=9]
2469 22473480 # [index ibit=164], [index idet=9]
2470 23571159 # [index ibit=165], [index idet=9]
2471 24668705 # [index ibit=166], [index idet=9]
2472 25766250 # [index ibit=167], [index idet=9]
2473 26863796 # [index ibit=168], [index idet=9]
2474 27961341 # [index ibit=169], [index idet=9]
2475 29058887 # [index ibit=170], [index idet=9]
2476 30156432 # [index ibit=171], [index idet=9]
2477 31253978 # [index ibit=172], [index idet=9]
2478 32351657 # [index ibit=173], [index idet=9]
2479 33449203 # [index ibit=174], [index idet=9]
2480 34546748 # [index ibit=175], [index idet=9]
2481 35644293 # [index ibit=176], [index idet=9]
2482 36741839 # [index ibit=177], [index idet=9]
2483 37839384 # [index ibit=178], [index idet=9]
2484 38936930 # [index ibit=179], [index idet=9]
2485 40034475 # [index ibit=180], [index idet=9]
2486 41132021 # [index ibit=181], [index idet=9]
2487 42229700 # [index ibit=182], [index idet=9]
2488 43327246 # [index ibit=183], [index idet=9]
2489 44424791 # [index ibit=184], [index idet=9]
2490 46071177 # [index ibit=185], [index idet=9]
2491 48266268 # [index ibit=186], [index idet=9]
2492 50461359 # [index ibit=187], [index idet=9]
2493 52656449 # [index ibit=188], [index idet=9]
2494 54851540 # [index ibit=189], [index idet=9]
2495 57046765 # [index ibit=190], [index idet=9]
2496 59241856 # [index ibit=191], [index idet=9]
2497 55118254 # [index ibit=192], [index idet=9]
2498 57274611 # [index ibit=193], [index idet=9]
2499 59430834 # [index ibit=194], [index idet=9]
2500 61587191 # [index ibit=195], [index idet=9]
2501 63743415 # [index ibit=196], [index idet=9]
2502 65899772 # [index ibit=197], [index idet=9]
2503 68055995 # [index ibit=198], [index idet=9]
2504 70212352 # [index ibit=199], [index idet=9]
2505 72368575 # [index ibit=200], [index idet=9]
2506 74524799 # [index ibit=201], [index idet=9]
2507 76681156 # [index ibit=202], [index idet=9]
2508 78837379 # [index ibit=203], [index idet=9]
2509 80993736 # [index ibit=204], [index idet=9]
2510 83149959 # [index ibit=205], [index idet=9]
2511 85306317 # [index ibit=206], [index idet=9]
2512 87462540 # [index ibit=207], [index idet=9]
2513 90697009 # [index ibit=208], [index idet=9]
2514 95009589 # [index ibit=209], [index idet=9]
2515 99322169 # [index ibit=210], [index idet=9]
2516 103634750 # [index ibit=211], [index idet=9]
2517 107947330 # [index ibit=212], [index idet=9]
2518 112259911 # [index ibit=213], [index idet=9]
2519 116572491 # [index ibit=214], [index idet=9]
2520 120885071 # [index ibit=215], [index idet=9]
2521 125197652 # [index ibit=216], [index idet=9]
2522 129510232 # [index ibit=217], [index idet=9]
2523 133822813 # [index ibit=218], [index idet=9]
2524 138134723 # [index ibit=219], [index idet=9]
2525 142447705 # [index ibit=220], [index idet=9]
2526 146760688 # [index ibit=221], [index idet=9]
2527 151073670 # [index ibit=222], [index idet=9]
2528 155385313 # [index ibit=223], [index idet=9]
2529 159698295 # [index ibit=224], [index idet=9]
2530 164011278 # [index ibit=225], [index idet=9]
2531 168322920 # [index ibit=226], [index idet=9]
2532 172635902 # [index ibit=227], [index idet=9]
2533 179105376 # [index ibit=228], [index idet=9]
2534 187730001 # [index ibit=229], [index idet=9]
2535 196354625 # [index ibit=230], [index idet=9]
2536 204980590 # [index ibit=231], [index idet=9]
2537 213605215 # [index ibit=232], [index idet=9]
2538 222231180 # [index ibit=233], [index idet=9]
2539 230855805 # [index ibit=234], [index idet=9]
2540 239480430 # [index ibit=235], [index idet=9]
2541 248106395 # [index ibit=236], [index idet=9]
2542 256731019 # [index ibit=237], [index idet=9]
2543 265356984 # [index ibit=238], [index idet=9]
2544 273981609 # [index ibit=239], [index idet=9]
2545 282606234 # [index ibit=240], [index idet=9]
2546 291232199 # [index ibit=241], [index idet=9]
2547 299856823 # [index ibit=242], [index idet=9]
2548 308482788 # [index ibit=243], [index idet=9]
2549 317107413 # [index ibit=244], [index idet=9]
2550 325732038 # [index ibit=245], [index idet=9]
2551 334358003 # [index ibit=246], [index idet=9]
2552 342982627 # [index ibit=247], [index idet=9]
2553 351608592 # [index ibit=248], [index idet=9]
2554 364546200 # [index ibit=249], [index idet=9]
2555 381795449 # [index ibit=250], [index idet=9]
2556 399046039 # [index ibit=251], [index idet=9]
2557 416296628 # [index ibit=252], [index idet=9]
2558 433547218 # [index ibit=253], [index idet=9]
2559 450797808 # [index ibit=254], [index idet=9]
2560 468047057 # [index ibit=255], [index idet=9]
2561 3855 # [index ibit=0], [index idet=10]
2562 11565 # [index ibit=1], [index idet=10]
2563 19275 # [index ibit=2], [index idet=10]
2564 26985 # [index ibit=3], [index idet=10]
2565 34695 # [index ibit=4], [index idet=10]
2566 42405 # [index ibit=5], [index idet=10]
2567 50115 # [index ibit=6], [index idet=10]
2568 57825 # [index ibit=7], [index idet=10]
2569 65535 # [index ibit=8], [index idet=10]
2570 73245 # [index ibit=9], [index idet=10]
2571 80955 # [index ibit=10], [index idet=10]
2572 88665 # [index ibit=11], [index idet=10]
2573 96375 # [index ibit=12], [index idet=10]
2574 104085 # [index ibit=13], [index idet=10]
2575 111795 # [index ibit=14], [index idet=10]
2576 119505 # [index ibit=15], [index idet=10]
2577 131070 # [index ibit=16], [index idet=10]
2578 146490 # [index ibit=17], [index idet=10]
2579 161910 # [index ibit=18], [index idet=10]
2580 177330 # [index ibit=19], [index idet=10]
2581 192751 # [index ibit=20], [index idet=10]
2582 208170 # [index ibit=21], [index idet=10]
2583 223591 # [index ibit=22], [index idet=10]
2584 239010 # [index ibit=23], [index idet=10]
2585 254432 # [index ibit=24], [index idet=10]
2586 269851 # [index ibit=25], [index idet=10]
2587 285271 # [index ibit=26], [index idet=10]
2588 300690 # [index ibit=27], [index idet=10]
2589 316112 # [index ibit=28], [index idet=10]
2590 331531 # [index ibit=29], [index idet=10]
2591 346951 # [index ibit=30], [index idet=10]
2592 362373 # [index ibit=31], [index idet=10]
2593 377792 # [index ibit=32], [index idet=10]
2594 393211 # [index ibit=33], [index idet=10]
2595 408631 # [index ibit=34], [index idet=10]
2596 424053 # [index ibit=35], [index idet=10]
2597 447182 # [index ibit=36], [index idet=10]
2598 478023 # [index ibit=37], [index idet=10]
2599 508862 # [index ibit=38], [index idet=10]
2600 539703 # [index ibit=39], [index idet=10]
2601 570542 # [index ibit=40], [index idet=10]
2602 601383 # [index ibit=41], [index idet=10]
2603 632222 # [index ibit=42], [index idet=10]
2604 663063 # [index ibit=43], [index idet=10]
2605 693902 # [index ibit=44], [index idet=10]
2606 724743 # [index ibit=45], [index idet=10]
2607 755584 # [index ibit=46], [index idet=10]
2608 786423 # [index ibit=47], [index idet=10]
2609 817264 # [index ibit=48], [index idet=10]
2610 848103 # [index ibit=49], [index idet=10]
2611 878945 # [index ibit=50], [index idet=10]
2612 909783 # [index ibit=51], [index idet=10]
2613 940625 # [index ibit=52], [index idet=10]
2614 971463 # [index ibit=53], [index idet=10]
2615 1002305 # [index ibit=54], [index idet=10]
2616 1033146 # [index ibit=55], [index idet=10]
2617 1063985 # [index ibit=56], [index idet=10]
2618 1110245 # [index ibit=57], [index idet=10]
2619 1171925 # [index ibit=58], [index idet=10]
2620 1233606 # [index ibit=59], [index idet=10]
2621 1295286 # [index ibit=60], [index idet=10]
2622 1356966 # [index ibit=61], [index idet=10]
2623 1418646 # [index ibit=62], [index idet=10]
2624 1480328 # [index ibit=63], [index idet=10]
2625 1348137 # [index ibit=64], [index idet=10]
2626 1409106 # [index ibit=65], [index idet=10]
2627 1470077 # [index ibit=66], [index idet=10]
2628 1531048 # [index ibit=67], [index idet=10]
2629 1592019 # [index ibit=68], [index idet=10]
2630 1652988 # [index ibit=69], [index idet=10]
2631 1713959 # [index ibit=70], [index idet=10]
2632 1774931 # [index ibit=71], [index idet=10]
2633 1835899 # [index ibit=72], [index idet=10]
2634 1896871 # [index ibit=73], [index idet=10]
2635 1957842 # [index ibit=74], [index idet=10]
2636 2018811 # [index ibit=75], [index idet=10]
2637 2079782 # [index ibit=76], [index idet=10]
2638 2140753 # [index ibit=77], [index idet=10]
2639 2201722 # [index ibit=78], [index idet=10]
2640 2262693 # [index ibit=79], [index idet=10]
2641 2354150 # [index ibit=80], [index idet=10]
2642 2476092 # [index ibit=81], [index idet=10]
2643 2598021 # [index ibit=82], [index idet=10]
2644 2719972 # [index ibit=83], [index idet=10]
2645 2841901 # [index ibit=84], [index idet=10]
2646 2963853 # [index ibit=85], [index idet=10]
2647 3085804 # [index ibit=86], [index idet=10]
2648 3207733 # [index ibit=87], [index idet=10]
2649 3329685 # [index ibit=88], [index idet=10]
2650 3451613 # [index ibit=89], [index idet=10]
2651 3573565 # [index ibit=90], [index idet=10]
2652 3695493 # [index ibit=91], [index idet=10]
2653 3817445 # [index ibit=92], [index idet=10]
2654 3939373 # [index ibit=93], [index idet=10]
2655 4061325 # [index ibit=94], [index idet=10]
2656 4183253 # [index ibit=95], [index idet=10]
2657 4305205 # [index ibit=96], [index idet=10]
2658 4427133 # [index ibit=97], [index idet=10]
2659 4549085 # [index ibit=98], [index idet=10]
2660 4671037 # [index ibit=99], [index idet=10]
2661 4853941 # [index ibit=100], [index idet=10]
2662 5097821 # [index ibit=101], [index idet=10]
2663 5341701 # [index ibit=102], [index idet=10]
2664 5585581 # [index ibit=103], [index idet=10]
2665 5829461 # [index ibit=104], [index idet=10]
2666 6073341 # [index ibit=105], [index idet=10]
2667 6317222 # [index ibit=106], [index idet=10]
2668 6561102 # [index ibit=107], [index idet=10]
2669 6804982 # [index ibit=108], [index idet=10]
2670 7048885 # [index ibit=109], [index idet=10]
2671 7292766 # [index ibit=110], [index idet=10]
2672 7536646 # [index ibit=111], [index idet=10]
2673 7780526 # [index ibit=112], [index idet=10]
2674 8024406 # [index ibit=113], [index idet=10]
2675 8268286 # [index ibit=114], [index idet=10]
2676 8512166 # [index ibit=115], [index idet=10]
2677 8756046 # [index ibit=116], [index idet=10]
2678 8999926 # [index ibit=117], [index idet=10]
2679 9243806 # [index ibit=118], [index idet=10]
2680 9487686 # [index ibit=119], [index idet=10]
2681 9731566 # [index ibit=120], [index idet=10]
2682 10097398 # [index ibit=121], [index idet=10]
2683 10585159 # [index ibit=122], [index idet=10]
2684 11072919 # [index ibit=123], [index idet=10]
2685 11560679 # [index ibit=124], [index idet=10]
2686 12048463 # [index ibit=125], [index idet=10]
2687 12536223 # [index ibit=126], [index idet=10]
2688 13023983 # [index ibit=127], [index idet=10]
2689 11844530 # [index ibit=128], [index idet=10]
2690 12329896 # [index ibit=129], [index idet=10]
2691 12815261 # [index ibit=130], [index idet=10]
2692 13300603 # [index ibit=131], [index idet=10]
2693 13785969 # [index ibit=132], [index idet=10]
2694 14271335 # [index ibit=133], [index idet=10]
2695 14756701 # [index ibit=134], [index idet=10]
2696 15242066 # [index ibit=135], [index idet=10]
2697 15727408 # [index ibit=136], [index idet=10]
2698 16212774 # [index ibit=137], [index idet=10]
2699 16698140 # [index ibit=138], [index idet=10]
2700 17183505 # [index ibit=139], [index idet=10]
2701 17668871 # [index ibit=140], [index idet=10]
2702 18154213 # [index ibit=141], [index idet=10]
2703 18639579 # [index ibit=142], [index idet=10]
2704 19124944 # [index ibit=143], [index idet=10]
2705 19852981 # [index ibit=144], [index idet=10]
2706 20823713 # [index ibit=145], [index idet=10]
2707 21794420 # [index ibit=146], [index idet=10]
2708 22765152 # [index ibit=147], [index idet=10]
2709 23735812 # [index ibit=148], [index idet=10]
2710 24706638 # [index ibit=149], [index idet=10]
2711 25677227 # [index ibit=150], [index idet=10]
2712 26648054 # [index ibit=151], [index idet=10]
2713 27618643 # [index ibit=152], [index idet=10]
2714 28589469 # [index ibit=153], [index idet=10]
2715 29560295 # [index ibit=154], [index idet=10]
2716 30530884 # [index ibit=155], [index idet=10]
2717 31501711 # [index ibit=156], [index idet=10]
2718 32472300 # [index ibit=157], [index idet=10]
2719 33443126 # [index ibit=158], [index idet=10]
2720 34413715 # [index ibit=159], [index idet=10]
2721 35384541 # [index ibit=160], [index idet=10]
2722 36355368 # [index ibit=161], [index idet=10]
2723 37325957 # [index ibit=162], [index idet=10]
2724 38296783 # [index ibit=163], [index idet=10]
2725 39752667 # [index ibit=164], [index idet=10]
2726 41694319 # [index ibit=165], [index idet=10]
2727 43635735 # [index ibit=166], [index idet=10]
2728 45577150 # [index ibit=167], [index idet=10]
2729 47518565 # [index ibit=168], [index idet=10]
2730 49459981 # [index ibit=169], [index idet=10]
2731 51401396 # [index ibit=170], [index idet=10]
2732 53342812 # [index ibit=171], [index idet=10]
2733 55284227 # [index ibit=172], [index idet=10]
2734 57225879 # [index ibit=173], [index idet=10]
2735 59167295 # [index ibit=174], [index idet=10]
2736 61108710 # [index ibit=175], [index idet=10]
2737 63050126 # [index ibit=176], [index idet=10]
2738 64991541 # [index ibit=177], [index idet=10]
2739 66932956 # [index ibit=178], [index idet=10]
2740 68874372 # [index ibit=179], [index idet=10]
2741 70815787 # [index ibit=180], [index idet=10]
2742 72757203 # [index ibit=181], [index idet=10]
2743 74698855 # [index ibit=182], [index idet=10]
2744 76640270 # [index ibit=183], [index idet=10]
2745 78581686 # [index ibit=184], [index idet=10]
2746 81493927 # [index ibit=185], [index idet=10]
2747 85376758 # [index ibit=186], [index idet=10]
2748 89259589 # [index ibit=187], [index idet=10]
2749 93142420 # [index ibit=188], [index idet=10]
2750 97025251 # [index ibit=189], [index idet=10]
2751 100908318 # [index ibit=190], [index idet=10]
2752 104791149 # [index ibit=191], [index idet=10]
2753 97497032 # [index ibit=192], [index idet=10]
2754 101311348 # [index ibit=193], [index idet=10]
2755 105125426 # [index ibit=194], [index idet=10]
2756 108939742 # [index ibit=195], [index idet=10]
2757 112753821 # [index ibit=196], [index idet=10]
2758 116568137 # [index ibit=197], [index idet=10]
2759 120382215 # [index ibit=198], [index idet=10]
2760 124196531 # [index ibit=199], [index idet=10]
2761 128010610 # [index ibit=200], [index idet=10]
2762 131824689 # [index ibit=201], [index idet=10]
2763 135639005 # [index ibit=202], [index idet=10]
2764 139453083 # [index ibit=203], [index idet=10]
2765 143267399 # [index ibit=204], [index idet=10]
2766 147081478 # [index ibit=205], [index idet=10]
2767 150895794 # [index ibit=206], [index idet=10]
2768 154709873 # [index ibit=207], [index idet=10]
2769 160431228 # [index ibit=208], [index idet=10]
2770 168059622 # [index ibit=209], [index idet=10]
2771 175688017 # [index ibit=210], [index idet=10]
2772 183316411 # [index ibit=211], [index idet=10]
2773 190944806 # [index ibit=212], [index idet=10]
2774 198573201 # [index ibit=213], [index idet=10]
2775 206201595 # [index ibit=214], [index idet=10]
2776 213829990 # [index ibit=215], [index idet=10]
2777 221458384 # [index ibit=216], [index idet=10]
2778 229086779 # [index ibit=217], [index idet=10]
2779 236715173 # [index ibit=218], [index idet=10]
2780 244342383 # [index ibit=219], [index idet=10]
2781 251971488 # [index ibit=220], [index idet=10]
2782 259600594 # [index ibit=221], [index idet=10]
2783 267229700 # [index ibit=222], [index idet=10]
2784 274856435 # [index ibit=223], [index idet=10]
2785 282485541 # [index ibit=224], [index idet=10]
2786 290114647 # [index ibit=225], [index idet=10]
2787 297741382 # [index ibit=226], [index idet=10]
2788 305370487 # [index ibit=227], [index idet=10]
2789 316814146 # [index ibit=228], [index idet=10]
2790 332069987 # [index ibit=229], [index idet=10]
2791 347325828 # [index ibit=230], [index idet=10]
2792 362584039 # [index ibit=231], [index idet=10]
2793 377839880 # [index ibit=232], [index idet=10]
2794 393098092 # [index ibit=233], [index idet=10]
2795 408353933 # [index ibit=234], [index idet=10]
2796 423609773 # [index ibit=235], [index idet=10]
2797 438867985 # [index ibit=236], [index idet=10]
2798 454123826 # [index ibit=237], [index idet=10]
2799 469382037 # [index ibit=238], [index idet=10]
2800 484637878 # [index ibit=239], [index idet=10]
2801 499893719 # [index ibit=240], [index idet=10]
2802 515151931 # [index ibit=241], [index idet=10]
2803 530407771 # [index ibit=242], [index idet=10]
2804 545665983 # [index ibit=243], [index idet=10]
2805 560921824 # [index ibit=244], [index idet=10]
2806 576177665 # [index ibit=245], [index idet=10]
2807 591435876 # [index ibit=246], [index idet=10]
2808 606691717 # [index ibit=247], [index idet=10]
2809 621949929 # [index ibit=248], [index idet=10]
2810 644834875 # [index ibit=249], [index idet=10]
2811 675346557 # [index ibit=250], [index idet=10]
2812 705860609 # [index ibit=251], [index idet=10]
2813 736374662 # [index ibit=252], [index idet=10]
2814 766888714 # [index ibit=253], [index idet=10]
2815 797402767 # [index ibit=254], [index idet=10]
2816 827914448 # [index ibit=255], [index idet=10]
2817 3505 # [index ibit=0], [index idet=11]
2818 10515 # [index ibit=1], [index idet=11]
2819 17525 # [index ibit=2], [index idet=11]
2820 24536 # [index ibit=3], [index idet=11]
2821 31546 # [index ibit=4], [index idet=11]
2822 38556 # [index ibit=5], [index idet=11]
2823 45567 # [index ibit=6], [index idet=11]
2824 52577 # [index ibit=7], [index idet=11]
2825 59587 # [index ibit=8], [index idet=11]
2826 66597 # [index ibit=9], [index idet=11]
2827 73608 # [index ibit=10], [index idet=11]
2828 80618 # [index ibit=11], [index idet=11]
2829 87628 # [index ibit=12], [index idet=11]
2830 94639 # [index ibit=13], [index idet=11]
2831 101649 # [index ibit=14], [index idet=11]
2832 108659 # [index ibit=15], [index idet=11]
2833 119175 # [index ibit=16], [index idet=11]
2834 133195 # [index ibit=17], [index idet=11]
2835 147216 # [index ibit=18], [index idet=11]
2836 161237 # [index ibit=19], [index idet=11]
